n_train,opt_method,signal_noise,length_scale,dgl_parameter
14,CG,1.4625411297448319,1.9329176894815063,1.0022814204908703
14,CG,1.4578130232797193,1.9287484846459946,1.0024282286946204
14,CG,1.4556943205964719,1.928848295274294,1.0024067246104704
14,CG,1.455690536467778,1.9288492964507264,1.0024180112882204
14,CG,1.4556884094458613,1.9288669969572976,1.0024176498948247
14,CG,1.4556908742458001,1.9288683965477056,1.0024184252888901
14,CG,1.45572373483915,1.9288854575048298,1.002417611554823
14,CG,1.455724181610505,1.9288851524823454,1.002417715614138
14,CG,1.455724574878297,1.9288848536103727,1.0024176287828057
16,CG,1.4046224274714247,2.4407269612345073,0.889937025522286
16,CG,1.6011192653836646,2.2797065104716325,1.0036398079252602
16,CG,1.6416575342742195,2.228564769153914,0.9751315530930037
16,CG,1.723589738695219,2.1078862468597066,0.9890109536007047
16,CG,1.723125389547648,2.1050007924275476,0.9922541597858915
16,CG,1.711002037393165,2.0329459075974903,0.9897313372690976
16,CG,1.7087445894755973,2.0270466020701186,0.9922205864925502
16,CG,1.545882704594675,1.931809808864677,0.990374890170049
16,CG,1.536472758517773,1.9281559386599845,0.9930402391050178
16,CG,1.4776154247861346,1.9281557487516627,0.9923442156180242
16,CG,1.4777445688704816,1.9290620788553885,0.9917652223750079
16,CG,1.4796293169472792,1.9412985667894647,0.9921000759598148
16,CG,1.4815873785811409,1.9430377010764595,0.991615823987064
16,CG,1.4903017708125272,1.9493650446054969,0.9924307419229152
16,CG,1.4976545024056402,1.954015940397118,0.9918637862401598
16,CG,1.5067239157210974,1.9567270132474373,0.9924819307029046
16,CG,1.5114197152646411,1.9579563513913487,0.9922425454972166
16,CG,1.5114408480947337,1.9578114444654027,0.991912936676611
16,CG,1.5119779269203821,1.9537665148036334,0.9920100097950987
16,CG,1.5051577937375853,1.9505678359015988,0.9919484374128897
16,CG,1.5050090400632017,1.9505004023714974,0.9920235391660381
16,CG,1.5049603653520287,1.9505094277401807,0.9920228911449662
16,CG,1.5049603627984092,1.9505094057803907,0.9920227586611722
16,CG,1.5049602286228023,1.9505085610228141,0.9920227704276492
18,CG,1.3110349644443444,2.4934700960406557,0.9537284612108667
18,CG,1.3775752467305493,2.4089072050296076,1.0232193372000347
18,CG,1.497802807917274,2.2371717347476388,0.9971614675973195
18,CG,1.5966502523508004,2.034823145240892,0.9784497342581142
18,CG,1.6248564481879668,1.9761848794079497,0.9992562078387607
18,CG,1.6242893970778514,1.9763959058038287,1.0006317070425397
18,CG,1.5880325667272408,1.9886637936684748,0.9996689161696916
18,CG,1.586114399271652,1.9886548308322487,1.000491670409304
18,CG,1.5525579821175068,1.9622710053711387,0.9991883662555064
18,CG,1.5457400232711989,1.956719041490755,1.0010484188044577
18,CG,1.5334682181413795,1.9463743598457057,1.001715968494817
18,CG,1.52711636089626,1.9410438672815395,1.0006872409274765
18,CG,1.5270575756829834,1.9411036866401647,1.0005281113001299
18,CG,1.5256820238258855,1.9425098971751122,1.0005380429413322
18,CG,1.5255434018503624,1.9425240002145767,1.0005918172633852
18,CG,1.5238345225619256,1.9426713538917648,1.0005385530130846
18,CG,1.5219395593310532,1.9410904708674293,1.0005550397389866
18,CG,1.5219395970967673,1.9410871839088053,1.0005478633333005
18,CG,1.5219391796186537,1.9409872325292763,1.0005497974147397
18,CG,1.5219095349170513,1.9409743083389457,1.0005554260694594
18,CG,1.521754972883641,1.94090621759131,1.0005517761281613
18,CG,1.5217548603562279,1.9409057615365661,1.0005501357916085
18,CG,1.5217479266197902,1.9408808489346798,1.0005504695861218
18,CG,1.5217060413885426,1.9408653837486192,1.0005504697667809
18,CG,1.521705696595537,1.9408654909188685,1.0005506336866574
18,CG,1.5217007149590918,1.9408669483793495,1.0005504340732128
18,CG,1.5217003443586206,1.940866912257258,1.000550502780076
18,CG,1.5216997485715529,1.940866266559295,1.0005503488047083
18,CG,1.521698452855782,1.9408645458573777,1.0005507024942162
18,CG,1.521696471990339,1.9408618466664105,1.0005507614126667
18,CG,1.5216962644957304,1.9408615851016342,1.000550508664636
20,CG,1.2561601558793258,2.5251958414582707,0.9598629204360787
20,CG,1.3160771530760824,2.438775113091151,1.024425162726678
20,CG,1.567471487924132,2.059524792783753,0.9750347079681358
20,CG,1.6045856266854734,2.002408144220841,0.999499176207386
20,CG,1.6250011086899392,1.9672861000180533,0.9971210957990254
20,CG,1.625028119299445,1.9669948646047963,0.997210428392694
20,CG,1.62338311191096,1.9670560473533236,0.997908934649317
20,CG,1.5871154703187496,1.9679575608071185,0.9972291397449133
20,CG,1.5522363255048486,1.9371610806801465,0.9961189988728683
20,CG,1.5471005050988043,1.932653441625246,0.9970505569052536
20,CG,1.5471061061485842,1.932729565182965,0.9974514143292718
20,CG,1.5473393106633242,1.9350669015617188,0.9974238326588252
20,CG,1.5483051554278986,1.9360319268468695,0.9972243964722831
20,CG,1.5517842644561366,1.9394626827076176,0.9973931330823061
20,CG,1.5556906353712743,1.9397381368049758,0.9973830125781324
20,CG,1.5557002094448225,1.9397380750879438,0.997398280292103
20,CG,1.5557039263672041,1.9397019045136858,0.9973983955856146
20,CG,1.555703031852172,1.9397013607517595,0.9973989881769684
20,CG,1.5556364205532633,1.9396706559142203,0.9973986640524825
20,CG,1.5556359447566699,1.9396712965013034,0.9973988196415197
20,CG,1.5556354173750415,1.9396720276096653,0.9973987089137407
20,CG,1.555635414712579,1.9396720380836556,0.9973986576831073
25,CG,1.1602764349515238,2.5742165139521083,0.9710519541473599
25,CG,1.4007431774464767,2.230538271833017,1.0437317913371607
25,CG,1.4804812100195202,2.1141219569012515,0.9828433277953571
25,CG,1.598729735424416,1.934309306084346,1.000293895115393
25,CG,1.6084001963649006,1.919474734370268,0.9960042974008481
25,CG,1.6081468962992245,1.9198167990052242,0.994567884104203
25,CG,1.5944533993209669,1.9385169083485134,0.9945377740680936
25,CG,1.5900115545844395,1.936495139091453,0.9940317310612173
25,CG,1.5715576132349613,1.9280025902090798,0.99460816968512
25,CG,1.5710622691063445,1.927737055409048,0.9945568930314409
25,CG,1.5706241392146232,1.9266446682313951,0.9946098985484041
25,CG,1.5705738266129237,1.9264863412470838,0.9945593380287058
25,CG,1.570542381657804,1.9261753148641767,0.9945608096385494
25,CG,1.5705472417002397,1.92617487981026,0.9945727087639975
25,CG,1.571153747275885,1.9261146372186815,0.99457260938918
25,CG,1.5718266732353452,1.9266627753663694,0.9945701284244284
25,CG,1.5718267579074312,1.9266627690530804,0.9945700702928979
25,CG,1.5718263623048334,1.9266572588947233,0.994570092505813
25,CG,1.5718261215496239,1.9266571477233039,0.9945701925560959
25,CG,1.5718149832302797,1.9266529005444566,0.9945701161253852
30,CG,1.099000953975482,2.6072884801285436,0.9823014330906548
30,CG,1.3674428289651603,2.2440429222964604,0.9844743400338708
30,CG,1.3730843803160278,2.235047977077909,1.0005828396642438
30,CG,1.4722620472958738,2.074926834053014,0.9946215238145834
30,CG,1.4784893810713302,2.064528490460686,1.0032035601396183
30,CG,1.5360997069171993,1.9669605979720264,1.0131283762687795
30,CG,1.5686994773250151,1.9117021322119965,1.0002237448224973
30,CG,1.5710077329695515,1.90839070257771,1.0005522081527172
30,CG,1.5714590445942571,1.9080509824186622,1.0004682606586128
30,CG,1.5733429896629214,1.9082107732435094,1.0007879546499983
30,CG,1.5834786269084964,1.9094696317921052,1.0005770319077174
30,CG,1.583489838875279,1.9097771426227108,1.0003678181637792
30,CG,1.583806712570487,1.9176040858364418,1.000465176414566
30,CG,1.6029860424701763,1.9250755764114462,1.0002374214118934
30,CG,1.6038359069319599,1.9254066246395203,1.0003867520484557
30,CG,1.60382606792537,1.9254024720554792,1.0004519527835323
30,CG,1.5994103141528193,1.9233463847973642,1.0004553825113935
30,CG,1.599396070551133,1.923373894355265,1.0004539522705127
30,CG,1.5993945531618103,1.9233768920158187,1.0004551599805367
30,CG,1.5994022083016843,1.9233821333979613,1.0004550798157066
30,CG,1.5994023894529776,1.9233822263946792,1.0004551484264683
30,CG,1.5994043681565384,1.9233818239960105,1.0004551475797154
35,CG,1.0537314862526221,2.631394890908971,0.9784254126852057
35,CG,1.525631689149444,2.0159939189967373,1.006492480809952
35,CG,1.5270583433849703,2.013738757354219,0.9971701587326043
35,CG,1.5872725720230332,1.9101324648568756,0.9980749991663758
35,CG,1.587324707152194,1.9101712564394742,0.9983076572938818
35,CG,1.6034925082875913,1.921749450396628,0.9981678365976322
35,CG,1.6037636570629763,1.9218812648530899,0.9983156242390729
35,CG,1.606028391559576,1.9224989443245657,0.9985338763157602
35,CG,1.6152655536248903,1.924926108317978,0.9983174683804827
35,CG,1.6152715041279475,1.9249239565121683,0.9982647671813345
35,CG,1.616189678954695,1.9246327148861122,0.9982681061805001
35,CG,1.6174937419438875,1.9255253027583146,0.9982611547597829
35,CG,1.6174981164665287,1.9255289409686436,0.9982661604778817
35,CG,1.6175526792320587,1.9256042527460158,0.9982707301096252
35,CG,1.6176014814131905,1.9256709637349045,0.9982640907388314
35,CG,1.6176041593383184,1.9256741600054186,0.9982642096934958
35,CG,1.617604768948387,1.9256736077133867,0.9982653261321505
35,CG,1.617641732800402,1.9256401127358798,0.9982651604324413
35,CG,1.617656794995181,1.9256497530145953,0.9982635342522269
35,CG,1.6177201708031204,1.9256903718319207,0.9982648853047487
35,CG,1.6177202501978467,1.9256902414947816,0.998265079852401
35,CG,1.6177244712515875,1.9256833012767596,0.9982650449962054
45,CG,0.9994516535072318,2.6620253546227044,0.9718022229247767
45,CG,1.5691023584084114,1.9590403260306868,1.0918532967004482
45,CG,1.8076631542452428,1.6642262643727619,1.004893442163553
45,CG,1.8068365900383225,1.6662791250376237,0.9959458078010389
45,CG,1.7915809013812443,1.704178870104192,0.9860630707469302
45,CG,1.709654364012741,1.907260040458125,0.9887937981292114
45,CG,1.7094377667653657,1.9075531645894397,0.994722159776599
45,CG,1.6853223969555748,1.9384576552173929,0.9956459156919588
45,CG,1.6830349204141917,1.9412608791365493,0.9945642210131871
45,CG,1.6627584687897923,1.9412369048293294,0.9947455137398937
45,CG,1.6616771813227342,1.9410793431046802,0.9944678529881111
45,CG,1.641673795877602,1.93333090632241,0.9939301572620546
45,CG,1.6302681910395713,1.9287562508387517,0.9945772789478632
45,CG,1.6318316417911813,1.9163946157288294,0.9946316437378372
45,CG,1.6318311556996625,1.9163941481467535,0.9946259755972034
45,CG,1.6315719188581943,1.9163630519398136,0.9946258446639025
45,CG,1.6315170120413491,1.9162967555199533,0.9946296905057418
45,CG,1.6314817587450414,1.9162537426692765,0.9946262062577713
60,CG,0.8837275183154316,2.7359133344875164,1.1038351575820564
60,CG,0.91767264212803,2.6968978333040345,0.9764901617507356
60,CG,1.277454792356179,2.2856720479274997,1.038019869099015
60,CG,1.3219149583887464,2.233181090801671,0.9917686377677515
60,CG,1.6421657163057874,1.8194424917229683,1.0094547256587882
60,CG,1.6595410526213832,1.7971892596256316,1.0026787655433527
60,CG,1.659271079754158,1.79786820787225,0.9996164505925651
60,CG,1.6119816978328094,1.917245786333331,0.9995233977971675
60,CG,1.6119854421751527,1.9172655956106137,0.9994908491241217
60,CG,1.6123359493500826,1.9167891154248728,0.9992387097525934
60,CG,1.6208764745586948,1.9052183801679647,0.9994970617480701
60,CG,1.6212104972767574,1.9052161089043613,0.999431915149673
60,CG,1.6276602387185521,1.9053877829094454,0.9995027961236491
60,CG,1.6286891420311858,1.90590077795624,0.9994018475354723
60,CG,1.6338751751238343,1.9086246134727076,0.9994692904910396
60,CG,1.633865142045281,1.908652267320701,0.9995069591774803
60,CG,1.6328221787627755,1.91152753782667,0.9994825436567241
60,CG,1.6328231595890128,1.9115292219286244,0.9994837345658244
60,CG,1.6330439434089168,1.9114173961777836,0.9994737916051868
60,CG,1.6331276836696316,1.9113761934318176,0.9994878442163684
60,CG,1.6332449816729204,1.9113232173289072,0.9994887724048659
60,CG,1.6332515903076597,1.9113216166049234,0.9994842308932251
60,CG,1.6335339393904644,1.9116041087769184,0.9994832433515489
60,CG,1.6335349715333045,1.9116044599674586,0.9994844153122177
60,CG,1.633698166805593,1.9116468846770587,0.9994913873585999
60,CG,1.6338524974079314,1.9116871611205386,0.9994867271031876
60,CG,1.6338525430116617,1.9116874458365862,0.9994839106592939
60,CG,1.6338615036770772,1.9117468557421526,0.9994837731061555
60,CG,1.6339877654385664,1.9117891843368238,0.9994837311422202
60,CG,1.633987768730961,1.911789191210428,0.999483741216865
60,CG,1.633987341798344,1.9117892544165342,0.9994838376142149
60,CG,1.6339850963396034,1.911789581179385,0.9994839398666729
60,CG,1.6339830089648673,1.9117898728568095,0.9994837054156512
60,CG,1.6339813291876983,1.9117900304441084,0.9994837417504753
60,CG,1.6339805718105644,1.9117898439621641,0.999483687917398
60,CG,1.6339778170822281,1.9117890740174952,0.9994837813952745
60,CG,1.6339762389344077,1.9117885921885116,0.9994837387556672
60,CG,1.633976653068153,1.9117872452876177,0.9994836728713683
60,CG,1.6339767909057175,1.911786790999365,0.999483776551904
60,CG,1.6339769889921871,1.911786121514631,0.9994838004129063
60,CG,1.633977043835379,1.9117859298191582,0.9994837517189076
60,CG,1.6339770416167243,1.911785927527387,0.9994837438593909
90,CG,0.8369583763490753,2.76505195175735,1.0773091160983737
90,CG,0.8656707152056073,2.7335724038925426,0.9821395233897451
90,CG,1.1154814912059565,2.4591582676825117,1.0199171342935547
90,CG,1.1348113403213187,2.435863805351382,0.990143322649688
90,CG,1.5239271772045901,1.9358203582103202,0.995845901480434
90,CG,1.5241216486009868,1.9355432112996862,1.000933259147914
90,CG,1.5244256003622942,1.935099309088445,1.0018156936435965
90,CG,1.5753235456511232,1.860603805756633,1.0017422699005774
90,CG,1.5754049482796406,1.8605989990626877,1.0018061832405925
90,CG,1.5962719172883628,1.8670860240549472,1.0012645885662639
90,CG,1.6108750127041414,1.8716731329951937,1.0017796732249513
90,CG,1.61614993971429,1.8745863512035237,1.0016532764491535
90,CG,1.6191469416758462,1.8763005711442649,1.0017738043349806
90,CG,1.621845116592937,1.8787085826853447,1.0016930527449586
90,CG,1.6229885372986066,1.879797533233125,1.0017945279490708
90,CG,1.625673542102291,1.882609450022274,1.0017833203244353
90,CG,1.6256505650201254,1.8826293174564492,1.0017418138703393
90,CG,1.6213777481418328,1.8863271273322115,1.0017466838945301
90,CG,1.614093132200285,1.8821385034417872,1.0017020760217683
90,CG,1.6137470958583886,1.8819391362645885,1.0017517737079809
90,CG,1.613717349841722,1.8818490929830787,1.0017514206748248
90,CG,1.6137171094555787,1.8818480636697728,1.0017519121727694
90,CG,1.6137284314840146,1.8818387914129222,1.0017518527506584
90,CG,1.6137286602188476,1.8818387493492739,1.0017520014234687
90,CG,1.6137339139326488,1.8818385140539788,1.0017524662664132
90,CG,1.6137563020105024,1.8818376306870654,1.0017521029170016
90,CG,1.6137563217806727,1.8818376975867666,1.0017519133355914
90,CG,1.613763371996225,1.881861661526589,1.0017518912240044
90,CG,1.6138064822364875,1.8818754214651114,1.0017515574654299
90,CG,1.6138092282459953,1.8818762960126862,1.0017518383705026
90,CG,1.613809224304618,1.8818762935071676,1.0017518846847702
90,CG,1.6138041988231908,1.8818729617491436,1.0017518881888146
120,CG,0.8012771176702329,2.7906308887244435,1.058991671868947
120,CG,0.8303156670614413,2.76002910445676,0.9703857861777485
120,CG,1.032484271144568,2.545818009429274,1.0007553669544644
120,CG,1.0468927828322234,2.5274469728161373,0.9816516177983698
120,CG,1.6129394158897172,1.8036975808998639,1.0512923315063119
120,CG,1.9722873603847098,1.3444136613122377,1.004484990105177
120,CG,1.9717104677391566,1.3463584106416144,0.9979178631485737
120,CG,1.8258427098719732,1.8369023529186213,1.0015547385659398
120,CG,1.8231637708505626,1.8454187295031828,0.9974266865430425
120,CG,1.8008610826442042,1.902354227271066,0.9949325872830075
120,CG,1.7785268547162514,1.9588221350558357,0.9987629984582163
120,CG,1.777870079086805,1.9604461820124837,0.9987358723734641
120,CG,1.7777952416411675,1.960401528261053,0.9978745443975147
120,CG,1.7775817616199756,1.960278429640003,0.9976810882402365
120,CG,1.658533116360273,1.8918795258510401,0.9978341160631156
120,CG,1.6584158096076538,1.8919337066605022,0.9979271307352178
120,CG,1.6430224169623777,1.8990033097614052,0.9977922462182566
120,CG,1.6427504592742463,1.8990886951260884,0.9978885485867026
120,CG,1.641959766191089,1.8992431692885658,0.9979611424687308
120,CG,1.6391321821158509,1.8997161651923602,0.997759370955917
120,CG,1.6332805931211805,1.9005567096008051,0.9978921757927913
120,CG,1.6308776707430541,1.9008132524498147,0.9977970353363478
120,CG,1.6284978527523644,1.900996234084292,0.9978050213245893
120,CG,1.6284931665378528,1.9009323930525015,0.9978726867455564
120,CG,1.627634166812631,1.8893188344624483,0.9978639511987268
120,CG,1.6275216410218882,1.889283665999484,0.9978214295290785
120,CG,1.6061084110914468,1.8825969319986566,0.9978635586781065
120,CG,1.6059921866799767,1.882437714292097,0.9978331900001772
120,CG,1.6039266295478944,1.8793842811491557,0.9978795142589053
120,CG,1.6038554845849875,1.8792749224150809,0.9978656062423974
120,CG,1.603942275547121,1.8788572080525923,0.9978730722951491
120,CG,1.6039507093225671,1.8788225753088852,0.997866428140672
120,CG,1.6042131269433957,1.8786938221623752,0.9978703374232232
120,CG,1.6042328528666254,1.8786857261607806,0.9978658099188108
120,CG,1.6043904907040427,1.878649240750195,0.9978615627394656
120,CG,1.6045133173517878,1.8786231532234938,0.997868835602473
120,CG,1.6045547278715941,1.878616565890444,0.9978684895622476
120,CG,1.604555152623904,1.8786193806480018,0.9978657369662086
120,CG,1.604626069200821,1.8790874517725407,0.997866159356109
120,CG,1.604629493134911,1.8790885479291282,0.9978678063612904
120,CG,1.605584626279564,1.8793939120260146,0.9978663273901343
120,CG,1.6056127035320398,1.8795298741704491,0.9978664941678853
120,CG,1.6056127943121168,1.8795303170454642,0.997866124018263
150,CG,0.7794526312181356,2.8066908350989257,1.0488755109500598
150,CG,0.8138430946163295,2.7712648809797615,0.9562502953923883
150,CG,0.9938039591358371,2.5846516128263795,0.9403058777092629
150,CG,1.0251076060098028,2.5509876806957,1.002818898157143
150,CG,1.3048304359465284,2.2137871174707007,1.0119834967752959
150,CG,1.3090429450013565,2.2083302775429154,1.0000210336603035
150,CG,1.545222252406174,1.855649065971438,1.002829023998929
150,CG,1.5458001563511212,1.8547998112107267,1.0017561214425785
150,CG,1.5458328218811919,1.8547699574655927,1.0016483124639308
150,CG,1.5576388368155227,1.8440372905162334,1.0016831415784997
150,CG,1.5585913427923563,1.8445501430807985,1.0015763791009953
150,CG,1.5761778695396713,1.8541053908961695,1.0016764164238134
150,CG,1.5762063145390384,1.854123812461367,1.001673092178223
150,CG,1.5765790832705895,1.8544458808576558,1.0016758653787896
150,CG,1.576596845737271,1.8544638292225264,1.0016730792582587
150,CG,1.5767649554682408,1.8547044207688477,1.0016750796271803
150,CG,1.5767720384031714,1.8547171648920209,1.0016729978855337
150,CG,1.5768216941546687,1.854880914222698,1.0016744742482924
150,CG,1.576823044521156,1.854889339446167,1.0016729260217534
150,CG,1.5768125786319191,1.8549993792428143,1.001674065223687
150,CG,1.576811046615123,1.8550050643422562,1.0016728316752503
150,CG,1.5767647129957922,1.8550840854029194,1.0016738277567885
150,CG,1.5767611524168852,1.8550882210019533,1.0016727027797534
150,CG,1.5766775454384392,1.855147186552193,1.001673805659394
150,CG,1.5766709235395728,1.855150588139941,1.0016725745274884
150,CG,1.5765370297176178,1.855186358304367,1.0016739212536903
150,CG,1.5765250556665864,1.8551883217413032,1.0016724187467907
150,CG,1.5763196171493428,1.8551860288736592,1.0016740260905734
150,CG,1.576301607563407,1.8551843587595884,1.0016722292353608
150,CG,1.5760165008550135,1.855117436762249,1.0016742080746863
150,CG,1.5759931445181865,1.8551102624793727,1.0016721574322425
150,CG,1.5756834130033184,1.854972727963575,1.0016742994436154
150,CG,1.5756612396471585,1.8549610647619155,1.0016722455569267
150,CG,1.5754099555065109,1.8547887973012782,1.0016742947930741
150,CG,1.5753946209759928,1.8547765085160388,1.0016724943400956
150,CG,1.57524443785062,1.854620335534881,1.001674221579689
150,CG,1.575236541989541,1.8546104273363833,1.0016727930791962
150,CG,1.5751699188612527,1.8544932617987728,1.0016741373005762
150,CG,1.5751669920887112,1.854486262659434,1.0016730511872611
150,CG,1.575149982778969,1.8544048094877041,1.0016740809204498
150,CG,1.5751497282424987,1.8543999872182508,1.0016732382155644
150,CG,1.5751593849166305,1.854342373220139,1.0016740682419085
150,CG,1.5751606150065784,1.8543389194158508,1.001673366801895
150,CG,1.5751877865429793,1.8542970090750794,1.0016741767612352
150,CG,1.5751905294639985,1.8542938253488532,1.0016734774565428
150,CG,1.5752332855386617,1.8542627770225684,1.0016742467589277
150,CG,1.57523774559627,1.8542603260016526,1.0016735044580694
150,CG,1.575305787870052,1.8542389241602015,1.0016744085514313
